6114,301567,12,4,1503391561,808,165.262,6195.1
6114,301567,13,4,1503391585,108,241.949,9069.86
6114,301567,14,4,1503391608,419,205.643,7708.83
6114,301567,15,4,1503391631,730,223.191,8366.7
6114,301567,16,4,1503391655,41,223.147,8365
6114,301567,17,4,1503391678,352,242.286,9082.47
6114,301567,18,4,1503391701,663,242.282,9082.32
6114,301567,19,4,1503391724,974,242.068,9074.3
6114,301567,20,4,1503391748,285,242.012,9072.2
6114,301567,21,4,1503391771,596,241.705,9060.71
6114,301567,22,4,1503391794,907,241.541,9054.54
6114,301567,23,4,1503391818,218,241.242,9043.35
6114,301567,24,4,1503391841,529,241.067,9036.77
6114,301567,25,4,1503391864,840,241.011,9034.68
6114,301567,26,4,1503391888,151,240.644,9020.94
6114,301567,27,4,1503391911,462,240.369,9010.62
6114,301567,28,4,1503391934,773,240.349,9009.84
6114,301567,29,4,1503391958,84,239.686,8985
6114,301567,30,4,1503391981,395,239.686,8985.01
6114,301567,31,4,1503392004,706,238.297,8932.96
6114,301567,32,4,1503392028,17,239.284,8969.95
6114,301567,33,4,1503392051,328,238.732,8949.27
6114,301567,34,4,1503392074,639,238.749,8949.88
6114,301567,35,4,1503392097,950,238.368,8935.59
6114,301567,36,4,1503392121,261,238.174,8928.35
6114,301567,37,4,1503392144,572,237.479,8902.27
6114,301567,38,4,1503392167,883,237.788,8913.88
6114,301567,39,4,1503392191,194,237.518,8903.73
6114,301567,40,4,1503392214,505,237.621,8907.59
6114,301567,41,4,1503392237,816,237.086,8887.56
6114,301567,42,4,1503392261,127,236.994,8884.08
6114,301567,43,4,1503392284,438,236.732,8874.3
6114,301567,44,4,1503392307,749,236.539,8867.02
6114,301567,45,4,1503392331,60,236.318,8858.76
6114,301567,46,4,1503392354,371,236.031,8848
6114,301567,47,4,1503392377,682,235.857,8841.5
6114,301567,48,4,1503392400,993,235.72,8836.33
6114,301567,49,4,1503392424,304,235.403,8824.45
6114,301567,50,4,1503392447,615,235.243,8818.46
6114,301567,51,4,1503392470,926,234.938,8807.04
6114,301567,52,4,1503392494,237,234.605,8794.56
6114,301567,53,4,1503392517,548,234.525,8791.55
6114,301567,54,4,1503392540,859,234.461,8789.14
6114,301567,55,4,1503392564,170,234.249,8781.17
6114,301567,56,4,1503392587,481,234.056,8773.98
6114,301567,57,4,1503392610,792,233.904,8768.26
6114,301567,58,4,1503392634,103,233.601,8756.89
6114,301567,59,4,1503392657,414,233.17,8740.73
6114,301567,60,4,1503392680,725,233.056,8736.46
6114,301567,61,4,1503392704,36,233.029,8735.46
6114,301567,62,4,1503392727,347,232.87,8729.49
6114,301567,63,4,1503392750,658,232.699,8723.09
6114,301567,64,4,1503392773,969,232.385,8711.31
6114,301567,65,4,1503392797,280,232.287,8707.62
6114,301567,66,4,1503392820,591,232.088,8700.17
6114,301567,67,4,1503392843,902,232.067,8699.4
6114,301567,68,4,1503392867,213,231.832,8690.6
6114,301567,69,4,1503392890,524,231.592,8681.58
6114,301567,70,4,1503392913,835,231.437,8675.76
6114,301567,71,4,1503392937,146,231.147,8664.91
6114,301567,72,4,1503392960,457,230.981,8658.66
6114,301567,73,4,1503392983,768,231.045,8661.05
6114,301567,74,4,1503393007,79,230.738,8649.57
6114,301567,75,4,1503393030,390,230.697,8648.06
6114,301567,76,4,1503393053,701,230.347,8634.89
6114,301567,77,4,1503393077,12,230.249,8631.25
6114,301567,78,4,1503393100,323,229.958,8620.33
6114,301567,79,4,1503393123,634,229.932,8619.36
6114,301567,80,4,1503393146,945,229.541,8604.69
6114,301567,81,4,1503393170,256,229.664,8609.32
6114,301567,82,4,1503393193,567,229.519,8603.88
6114,301567,83,4,1503393216,878,229.305,8595.85
6114,301567,84,4,1503393240,189,228.885,8580.11
6114,301567,85,4,1503393263,500,228.38,8561.2
6114,301567,86,4,1503393286,811,228.399,8561.9
6114,301567,87,4,1503393310,122,228.594,8569.21
6114,301567,88,4,1503393333,433,228.479,8564.9
6114,301567,89,4,1503393356,744,228.226,8555.42
6114,301567,90,4,1503393380,55,227.967,8545.71
6114,301567,91,4,1503393403,366,211.423,7925.54
6114,301567,92,4,1503393426,677,226.108,8476
6114,301567,93,4,1503393449,988,227.742,8537.27
6114,301567,94,4,1503393473,299,227.56,8530.44
6114,301567,95,4,1503393496,610,227.191,8516.62
6114,301567,96,4,1503393519,921,227.144,8514.86
6114,301567,97,4,1503393543,232,227.145,8514.88
6114,301567,98,4,1503393566,543,228.229,8555.52
6114,301567,99,4,1503393589,854,230.463,8639.27
6114,301567,100,4,1503393613,165,16.8322,630.984
6114,301567,101,4,1503393636,476,169.592,6357.41
6114,301567,102,4,1503393659,787,230.078,8624.85
6114,301567,103,4,1503393683,98,71.8659,2694.02
6114,301567,104,4,1503393706,409,16.8626,632.123
6114,301567,105,4,1503393729,720,17.7529,665.496
6114,301567,106,4,1503393753,31,66.8296,2505.22
6114,301567,107,4,1503393776,342,229.567,8605.7
6114,301567,108,4,1503393799,653,170.107,6376.73
6114,301567,109,4,1503393822,964,18.5861,696.73
6114,301567,110,4,1503393846,276,229.302,8595.73
6114,301567,111,4,1503393869,586,229.198,8591.84
6114,301567,112,4,1503393892,897,228.928,8581.74
6114,301567,113,4,1503393916,208,228.9,8580.69
6114,301567,114,4,1503393939,520,228.801,8576.96
6114,301567,115,4,1503393962,830,228.693,8572.91
6114,301567,116,4,1503393986,142,228.536,8567.03
6114,301567,117,4,1503394009,452,228.472,8564.64
6114,301567,118,4,1503394032,763,228.329,8559.27
6114,301567,119,4,1503394056,75,228.143,8552.33
6114,301567,120,4,1503394079,386,228.02,8547.68
6114,301567,121,4,1503394102,697,227.788,8538.98
6114,301567,122,4,1503394126,8,227.732,8536.9
6114,301567,123,4,1503394149,319,227.605,8532.13
6114,301567,124,4,1503394172,629,227.441,8525.98
6114,301567,125,4,1503394195,941,227.328,8521.76
6114,301567,126,4,1503394219,252,227.18,8516.18
6114,301567,127,4,1503394242,563,227.16,8515.46
6114,301567,128,4,1503394265,874,226.839,8503.41
6114,301567,129,4,1503394289,185,226.784,8501.33
6114,301567,130,4,1503394312,496,226.703,8498.32
6114,301567,131,4,1503394335,807,226.502,8490.79
6114,301567,132,4,1503394359,118,226.525,8491.65
6114,301567,133,4,1503394382,429,226.254,8481.48
6114,301567,134,4,1503394405,740,226.17,8478.33
6114,301567,135,4,1503394429,51,226.059,8474.2
6114,301567,136,4,1503394452,362,225.827,8465.48
6114,301567,137,4,1503394475,673,225.779,8463.67
6114,301567,138,4,1503394498,984,225.639,8458.46
6114,301567,139,4,1503394522,295,225.585,8456.42
6114,301567,140,4,1503394545,606,225.392,8449.17
6114,301567,141,4,1503394568,917,225.168,8440.79
6114,301567,142,4,1503394592,228,225.077,8437.35
6114,301567,143,4,1503394615,539,224.866,8429.43
6114,301567,144,4,1503394638,850,224.728,8424.26
6114,301567,145,4,1503394662,161,224.674,8422.23
6114,301567,146,4,1503394685,472,224.536,8417.08
6114,301567,147,4,1503394708,783,224.358,8410.42
6114,301567,148,4,1503394732,94,224.239,8405.94
6114,301567,149,4,1503394755,405,224.161,8403.03
6114,301567,150,4,1503394778,716,224.034,8398.26
6114,301567,151,4,1503394802,27,223.963,8395.6
6114,301567,152,4,1503394825,338,223.778,8388.67
6114,301567,153,4,1503394848,649,223.507,8378.52
6114,301567,154,4,1503394871,960,223.536,8379.61
6114,301567,155,4,1503394895,271,223.395,8374.29
6114,301567,156,4,1503394918,582,223.277,8369.9
6114,301567,157,4,1503394941,893,223.192,8366.72
6114,301567,158,4,1503394965,204,223.067,8362.03
6114,301567,159,4,1503394988,515,222.864,8354.4
6114,301567,160,4,1503395011,826,222.739,8349.71
6114,301567,161,4,1503395035,137,222.533,8341.99
6114,301567,162,4,1503395058,448,222.495,8340.56
6114,301567,163,4,1503395081,759,222.281,8332.56
6114,301567,164,4,1503395105,70,222.232,8330.71
6114,301567,165,4,1503395128,381,222.162,8328.1
