6082,301142,489,28,124.367,4662.1
6082,301142,489,32,124.383,4662.7
6082,301142,489,36,124.361,4661.85
6082,301142,489,40,124.362,4661.88
6082,301142,489,44,124.363,4661.92
6082,301142,489,48,124.428,4664.35
6082,301142,489,52,124.413,4663.82
6082,301142,489,56,124.371,4662.21
6082,301142,489,60,124.385,4662.77
6082,301142,489,64,124.376,4662.41
6082,301142,490,4,124.381,4662.59
6082,301142,490,8,124.347,4661.33
6082,301142,490,12,124.314,4660.1
6082,301142,490,16,124.347,4661.32
6082,301142,490,20,124.298,4659.48
6082,301142,490,24,124.35,4661.45
6082,301142,490,28,124.328,4660.6
6082,301142,490,32,124.256,4657.91
6082,301142,490,36,124.351,4661.47
6082,301142,490,40,124.304,4659.71
6082,301142,490,44,124.252,4657.78
6082,301142,490,48,124.328,4660.61
6082,301142,490,52,124.298,4659.51
6082,301142,490,56,124.274,4658.61
6082,301142,490,60,124.288,4659.11
6082,301142,490,64,124.251,4657.74
6082,301142,491,4,124.301,4659.61
6082,301142,491,8,124.299,4659.53
6082,301142,491,12,124.326,4660.54
6082,301142,491,16,124.301,4659.62
6082,301142,491,20,124.263,4658.19
6082,301142,491,24,124.328,4660.64
6082,301142,491,28,124.297,4659.45
6082,301142,491,32,124.296,4659.43
6082,301142,491,36,124.307,4659.84
6082,301142,491,40,124.243,4657.43
6082,301142,491,44,124.293,4659.29
6082,301142,491,48,124.29,4659.19
6082,301142,491,52,124.269,4658.41
6082,301142,491,56,124.268,4658.36
6082,301142,491,60,124.215,4656.38
6082,301142,491,64,124.221,4656.59
6082,301142,492,4,124.244,4657.48
6082,301142,492,8,124.259,4658.05
6082,301142,492,12,124.225,4656.76
6082,301142,492,16,124.247,4657.58
6082,301142,492,20,124.273,4658.56
6082,301142,492,24,124.219,4656.52
6082,301142,492,28,124.196,4655.67
6082,301142,492,32,124.205,4656.02
6082,301142,492,36,124.243,4657.43
6082,301142,492,40,124.25,4657.71
6082,301142,492,44,124.189,4655.39
6082,301142,492,48,124.262,4658.15
6082,301142,492,52,124.241,4657.36
6082,301142,492,56,124.201,4655.87
6082,301142,492,60,124.23,4656.93
6082,301142,492,64,124.191,4655.48
6082,301142,493,4,124.245,4657.51
6082,301142,493,8,124.151,4653.97
6082,301142,493,12,124.148,4653.87
6082,301142,493,16,124.166,4654.54
6082,301142,493,20,124.148,4653.86
6082,301142,493,24,124.184,4655.23
6082,301142,493,28,124.18,4655.07
6082,301142,493,32,124.153,4654.07
6082,301142,493,36,124.095,4651.87
6082,301142,493,40,124.095,4651.9
6082,301142,493,44,124.1,4652.08
6082,301142,493,48,124.105,4652.27
6082,301142,493,52,124.069,4650.9
6082,301142,493,56,124.086,4651.54
6082,301142,493,60,124.129,4653.16
6082,301142,493,64,124.046,4650.04
6082,301142,494,4,124.105,4652.26
6082,301142,494,8,124.064,4650.72
6082,301142,494,12,124.152,4654.03
6082,301142,494,16,124.156,4654.18
6082,301142,494,20,124.124,4652.96
6082,301142,494,24,124.093,4651.78
6082,301142,494,28,124.093,4651.8
6082,301142,494,32,124.078,4651.27
6082,301142,494,36,124.113,4652.54
6082,301142,494,40,124.124,4652.96
6082,301142,494,44,124.105,4652.27
6082,301142,494,48,124.107,4652.35
6082,301142,494,52,124.122,4652.9
6082,301142,494,56,124.099,4652.02
6082,301142,494,60,124.085,4651.49
6082,301142,494,64,124.066,4650.82
6082,301142,495,4,124.056,4650.45
6082,301142,495,8,124.048,4650.11
6082,301142,495,12,124.06,4650.59
6082,301142,495,16,124.055,4650.39
6082,301142,495,20,124.083,4651.45
6082,301142,495,24,124.072,4651.02
6082,301142,495,28,124.056,4650.41
6082,301142,495,32,124.017,4648.95
6082,301142,495,36,124.044,4649.98
6082,301142,495,40,124.008,4648.62
6082,301142,495,44,124.019,4649.06
6082,301142,495,48,123.998,4648.26
6082,301142,495,52,123.988,4647.88
6082,301142,495,56,124.065,4650.77
6082,301142,495,60,124.035,4649.62
6082,301142,495,64,124.049,4650.14
6082,301142,496,4,124.067,4650.83
6082,301142,496,8,124.034,4649.61
6082,301142,496,12,124.084,4651.48
6082,301142,496,16,124.035,4649.63
6082,301142,496,20,124.059,4650.54
6082,301142,496,24,124.054,4650.34
6082,301142,496,28,124.063,4650.67
6082,301142,496,32,123.989,4647.9
6082,301142,496,36,123.989,4647.91
6082,301142,496,40,123.989,4647.9
6082,301142,496,44,124.034,4649.61
6082,301142,496,48,124.008,4648.61
6082,301142,496,52,123.967,4647.09
6082,301142,496,56,123.992,4648.04
6082,301142,496,60,123.965,4647.01
6082,301142,496,64,124.02,4649.08
6082,301142,497,4,123.954,4646.6
6082,301142,497,8,123.991,4647.99
6082,301142,497,12,123.967,4647.09
6082,301142,497,16,123.917,4645.21
6082,301142,497,20,123.956,4646.68
6082,301142,497,24,123.91,4644.97
6082,301142,497,28,123.951,4646.5
6082,301142,497,32,123.95,4646.44
6082,301142,497,36,123.879,4643.78
6082,301142,497,40,123.961,4646.85
6082,301142,497,44,123.89,4644.18
6082,301142,497,48,123.851,4642.75
6082,301142,497,52,123.922,4645.4
6082,301142,497,56,123.839,4642.3
6082,301142,497,60,123.861,4643.12
6082,301142,497,64,123.897,4644.48
6082,301142,498,4,123.857,4642.95
6082,301142,498,8,123.862,4643.14
6082,301142,498,12,123.87,4643.45
6082,301142,498,16,123.895,4644.39
