6090,301298,27,4,1502874606,809,256.28,9607.11
6090,301298,28,4,1502874630,120,256.097,9600.2
6090,301298,29,4,1502874653,431,255.768,9587.88
6090,301298,30,4,1502874676,742,255.462,9576.41
6090,301298,31,4,1502874700,53,255.366,9572.82
6090,301298,32,4,1502874723,364,255.077,9561.96
6090,301298,33,4,1502874746,675,254.804,9551.77
6090,301298,34,4,1502874769,986,254.739,9549.29
6090,301298,35,4,1502874793,297,254.455,9538.64
6090,301298,36,4,1502874816,608,254.272,9531.81
6090,301298,37,4,1502874839,919,253.897,9517.71
6090,301298,38,4,1502874863,230,253.667,9509.16
6090,301298,39,4,1502874886,541,253.487,9502.39
6090,301298,40,4,1502874909,853,253.088,9487.42
6090,301298,41,4,1502874933,163,252.825,9477.55
6090,301298,42,4,1502874956,474,252.653,9471.11
6090,301298,43,4,1502874979,785,158.656,5947.45
6090,301298,44,4,1502875003,96,60.9928,2286.42
6090,301298,45,4,1502875026,407,167.512,6279.43
6090,301298,46,4,1502875049,718,209.235,7843.5
6090,301298,47,4,1502875073,29,88.9319,3333.75
6090,301298,48,4,1502875096,340,27.0177,1012.81
6090,301298,49,4,1502875119,651,19.6005,734.757
6090,301298,50,4,1502875142,962,169.013,6335.7
6090,301298,51,4,1502875166,273,250.838,9403.06
6090,301298,52,4,1502875189,584,93.4511,3503.17
6090,301298,53,4,1502875212,895,27.6884,1037.94
6090,301298,54,4,1502875236,206,251.135,9414.2
6090,301298,55,4,1502875259,517,250.653,9396.13
6090,301298,56,4,1502875282,828,250.497,9390.26
6090,301298,57,4,1502875306,139,250.254,9381.17
6090,301298,58,4,1502875329,450,250.025,9372.56
6090,301298,59,4,1502875352,761,249.706,9360.61
6090,301298,60,4,1502875376,72,249.548,9354.72
6090,301298,61,4,1502875399,383,249.396,9348.98
6090,301298,62,4,1502875422,694,249.111,9338.3
6090,301298,63,4,1502875446,6,248.755,9324.98
6090,301298,64,4,1502875469,317,248.607,9319.42
6090,301298,65,4,1502875492,627,247.917,9293.58
6090,301298,66,4,1502875515,939,248.431,9312.87
6090,301298,67,4,1502875539,249,247.998,9296.64
6090,301298,68,4,1502875562,560,247.619,9282.38
6090,301298,69,4,1502875585,871,247.451,9276.1
6090,301298,70,4,1502875609,183,247.293,9270.16
6090,301298,71,4,1502875632,493,247.148,9264.75
6090,301298,72,4,1502875655,805,246.961,9257.72
6090,301298,73,4,1502875679,115,246.559,9242.64
6090,301298,74,4,1502875702,427,246.465,9239.12
6090,301298,75,4,1502875725,737,246.407,9236.96
6090,301298,76,4,1502875749,49,246.194,9229
6090,301298,77,4,1502875772,359,245.977,9220.83
6090,301298,78,4,1502875795,670,245.515,9203.51
6090,301298,79,4,1502875818,981,242.338,9084.45
6090,301298,80,4,1502875842,293,208.502,7816.03
6090,301298,81,4,1502875865,603,234.403,8786.99
6090,301298,82,4,1502875888,916,249.224,9342.57
6090,301298,83,4,1502875912,225,249.111,9338.33
6090,301298,84,4,1502875935,536,248.897,9330.3
6090,301298,85,4,1502875958,848,248.686,9322.4
6090,301298,86,4,1502875982,158,248.444,9313.35
6090,301298,87,4,1502876005,469,248.262,9306.49
6090,301298,88,4,1502876028,781,248.217,9304.83
6090,301298,89,4,1502876052,91,248.028,9297.72
6090,301298,90,4,1502876075,402,247.896,9292.78
6090,301298,91,4,1502876098,713,247.745,9287.12
6090,301298,92,4,1502876122,25,247.615,9282.26
6090,301298,93,4,1502876145,336,247.326,9271.4
6090,301298,94,4,1502876168,646,247.182,9266.01
6090,301298,95,4,1502876191,957,247.069,9261.79
6090,301298,96,4,1502876215,268,247.073,9261.9
6090,301298,97,4,1502876238,580,246.917,9256.09
6090,301298,98,4,1502876261,891,246.914,9255.99
6090,301298,99,4,1502876285,202,246.867,9254.21
6090,301298,100,4,1502876308,513,246.378,9235.86
6090,301298,101,4,1502876331,824,246.258,9231.38
6090,301298,102,4,1502876355,134,246.146,9227.2
6090,301298,103,4,1502876378,446,245.891,9217.58
6090,301298,104,4,1502876401,757,245.725,9211.4
6090,301298,105,4,1502876425,68,245.676,9209.55
6090,301298,106,4,1502876448,379,245.387,9198.73
6090,301298,107,4,1502876471,689,245.332,9196.66
6090,301298,108,4,1502876495,1,244.828,9177.75
6090,301298,109,4,1502876518,312,244.897,9180.35
6090,301298,110,4,1502876541,623,244.899,9180.4
6090,301298,111,4,1502876564,934,244.83,9177.84
6090,301298,112,4,1502876588,245,244.63,9170.37
