6119,301665,34,27,0,130850816,2,0,4,0,5,0,8,0,10,0,11,0,13,0,14,0,16,0,17,0,19,0,20,0,
6119,301665,41,32,0,132706304,2,4,5,8,10,11,13,14,16,17,19,20,
